id,full_lyrics,emotion,label
960,pesan wa dibaca tapi tidak dibalas. langsung berpikir ada masalah. cemas kalau dia marah. waswas salah bicara kemarin. menganalisis setiap kata. yang pernah diucapkan. gelisah kalau menyinggung. takut persahabatan rusak. . overthinking berlebihan menyiksa. khawatir tentang hal sepele. ketidakpastian niat orang mencekam. bimbang antara kenyataan dan khayalan. gemetar memikirkan kemungkinan buruk. terancam stres karena pikiran sendiri. membuat skenario di kepala. yang belum tentu benar adanya. resah dengan asumsi-asumsi. yang tidak berdasar fakta,takut,3
961,diundang acara teman. tapi takut pergi sendiri. cemas tidak kenal siapa-siapa. waswas jadi aneh di sana. kalau bicara takut salah. kalau diam takut dianggap sombong. gelisah tidak tahu harus gimana. takut dinilai orang lain. . social anxiety menghantuiku. khawatir tidak diterima lingkungan. ketidakpastian interaksi mencekam. bimbang harus bergabung atau menghindar. gemetar kalau jadi pusat perhatian. terancam dikucilkan dari pergaulan. lebih nyaman di rumah sendiri. daripada bersosialisasi. resah kalau harus. bertemu orang banyak,takut,3
962,di depan orang selalu tersenyum. padahal hati sedang terluka. cemas kalau ketahuan. waswas dianggap lemah. sendirian di kamar menangis. tidak ada yang tahu penderitaan. gelisah menyembunyikan sakit. takut dikasihani orang. . depresi tersembunyi menyiksa batin. khawatir tidak ada yang memahami. ketidakpastian perasaan mencekam. bimbang harus cerita atau menyimpan. gemetar kalau topeng terbuka. terancam dijauhi semua orang. berpura-pura bahagia terus. padahal jiwa sudah lelah. resah dengan beban hidup. yang tidak bisa dibagi,takut,3
963,tugas sudah dikerjakan berulang kali. tapi masih merasa kurang sempurna. cemas kalau masih ada kesalahan. waswas tidak memenuhi standar. tidak berani submit pekerjaan. takut dianggap tidak berkualitas. gelisah memikirkan detail. takut mengecewakan atasan. . perfeksionis berlebihan menyiksa. khawatir tidak pernah cukup baik. ketidakpastian kualitas mencekam. bimbang antara sempurna dan deadline. gemetar kalau ada yang salah. terancam stres karena standar tinggi. tidak pernah puas dengan hasil. selalu merasa bisa lebih baik. resah dengan ekspektasi. yang tidak realistis,takut,3
964,scroll media sosial terus menerus. melihat teman-teman having fun. cemas kalau ketinggalan update. waswas tidak diajak hangout. setiap ada acara takut tidak ikut. padahal uang tidak cukup. gelisah kalau terlewat sesuatu. takut dianggap tidak gaul. . fomo berkelanjutan menyiksa. khawatir ketinggalan dari yang lain. ketidakpastian prioritas mencekam. bimbang antara hemat dan bergaul. gemetar kalau tidak update status. terancam dilupakan teman-teman. tidak bisa menikmati kesendirian. selalu butuh validasi sosial. resah kalau tidak. mengikuti tren terbaru,takut,3
965,umur sudah seperempat abad. tapi merasa tidak mencapai apa-apa. cemas hidup tidak berarti. waswas menghabiskan waktu sia-sia. teman-teman sudah pada sukses. aku masih bingung mau apa. gelisah dengan pencapaian. takut menjadi pecundang hidup. . quarter life crisis menghantui. khawatir tidak punya tujuan hidup. ketidakpastian arah mencekam. bimbang antara ambisi dan realita. gemetar memikirkan masa depan. terancam hidup tanpa makna. membandingkan diri dengan orang lain. merasa selalu kurang berhasil. resah dengan ekspektasi. yang tidak tercapai,takut,3
966,malam minggu sendirian di rumah. semua teman punya pasangan. cemas kalau hidup selamanya begini. waswas tidak ada yang peduli. social media penuh kebahagiaan orang. aku hanya bisa melihat dari jauh. gelisah dengan kesendirian. takut mati tidak ada yang tahu. . kesendirian mencekam jiwa. khawatir tidak berarti untuk siapa-siapa. ketidakpastian hubungan mencekam. bimbang harus mencari atau menunggu. gemetar memikirkan hari tua sendirian. terancam hidup tanpa cinta. berbicara dengan dinding kamar. karena tidak ada yang mendengar. resah dengan sunyi. yang memekakkan telinga,takut,3
967,kau bilang akan setia selamanya. janji manis yang ternyata bohong. sudah percaya dengan sepenuh hati. tapi aku dikhianati begini. foto kita berdua kau hapus semua. chat romantis diganti nama lain. kesal rasanya dibohongi terus. jengkel dengan sikap palsumu. . janji palsu yang kau ucapkan. bikin aku marah dan kecewa. muak dengan kebohonganmu. dongkol hati ini tersiksa. benci pada semua janjimu. yang ternyata cuma omong kosong. sekarang aku tahu siapa dirimu. munafik dan tidak bisa dipercaya. sebel banget sama kelakuanmu. yang suka main-main dengan perasaan,marah,2
968,berharap kau akan berubah. memperbaiki semua kesalahan. tapi nyatanya tetap begitu. tidak ada usaha sedikitpun. sudah sabar menunggu lama. berikan kesempatan berkali-kali. frustrasi dengan sikapmu. yang tidak pernah dewasa. . harapan hancur berkeping-keping. geram dengan sikap masa bodohmu. jengkel sudah memberikan segalanya. tapi kau tak pernah menghargai. muak dengan janji-janji kosong. kesal hati ini sudah lelah. sekarang aku tidak akan percaya. pada kata-kata manismu lagi. dongkol karena sudah tertipu. berulang kali oleh tingkahmu,marah,2
969,dia yang kusebut sahabat sejati. ternyata menusuk dari belakang. cerita rahasia yang kupercayakan. disebarkan ke semua orang. sudah berbagi suka dan duka. tapi dibalas dengan pengkhianatan. kesal rasanya dipermainkan. jengkel dengan kedok teman baik. . dikhianati sahabat yang kupercaya. marah karena diperlakukan begini. muak dengan wajah palsu yang kau pakai. dongkol hati terasa terbakar. benci pada sikap munafik. yang bersembunyi di balik senyuman. persahabatan ini sudah berakhir. tidak ada maaf untuk pengkhianatan. sebel dengan semua kenangan. yang ternyata cuma sandiwara,marah,2
970,katamu aku satu-satunya. tapi ternyata ada yang lain. sudah memberikan cinta tulus. tapi dibalas dengan kebohongan. chat dengan dia yang kau sembunyikan. janji bertemu yang kau bohongi. frustrasi dengan permainanmu. yang memperlakukan cinta seperti game. . cinta yang didustai membuatku murka. geram dengan sikap tidak jujurmu. jengkel sudah mempercayaimu. tapi kau khianati dengan mudah. muak dengan drama cintamu. kesal hati ini hancur berantakan. selingkuhan yang kau rahasiakan. terbongkar juga pada akhirnya. dongkol karena sudah tertipu. oleh aktor cinta yang hebat,marah,2
971,selama ini aku yang berjuang. bekerja keras untuk keluarga. tapi saat aku butuh dukungan. mereka malah menyalahkanku. tidak ada yang memahami. perjuangan dan pengorbananku. kesal dengan sikap egois. yang hanya melihat kesalahanku saja. . keluarga yang mengecewakan. bikin aku marah dan frustrasi. jengkel tidak ada yang peduli. dengan jerih payah yang kulakukan. muak dengan tuntutan mereka. dongkol hati terasa hampa. berharap ada yang mengerti. tapi yang ada hanya cercaan. sebel dengan ekspektasi tinggi. yang tidak pernah berterima kasih,marah,2
972,bercerita tentang cita-cita. yang ingin aku capai suatu hari. tapi mereka hanya tertawa. menganggap mimpi itu tidak realistis. dukungan yang kuharapkan. berubah jadi sindiran pedas. frustrasi dengan pandangan. yang meremehkan kemampuanku. . mimpi yang diremehkan membuatku geram. marah dengan sikap merendahkan. jengkel tidak ada yang percaya. pada potensi yang kumiliki. muak dengan pesimisme mereka. kesal dengan cercaan yang menyakitkan. suatu hari akan kubuktikan. bahwa mereka salah menilai. dongkol dengan hinaan. yang membuatku semakin termotivasi,marah,2
973,boss bilang akan ada promosi. kalau aku bekerja dengan baik. sudah lembur sampai larut malam. tapi janjinya tidak ditepati. posisi yang dijanjikan padaku. diberikan pada orang lain. kesal dengan kebohongan. yang membuatku bekerja keras sia-sia. . dijanjikan promosi tapi cuma omong. bikin aku marah dan kecewa berat. jengkel sudah mengorbankan waktu. tapi ditipu dengan iming-iming palsu. muak dengan sistem yang tidak adil. dongkol hati ini terasa diinjak. sekarang aku tahu motivasi palsu. yang diberikan atasan licik. sebel dengan permainan politik. yang merugikan orang jujur,marah,2
974,saat aku dalam kesulitan. berharap ada yang akan membantu. tapi semua orang berpaling. pura-pura tidak mendengar. yang dulu kusokong dengan ikhlas. sekarang tidak mau tahu urusan. frustrasi dengan sifat manusia. yang hanya ingat saat butuh saja. . bantuan yang tidak datang membuatku murka. geram dengan sikap tidak peduli. jengkel sudah baik pada semua orang. tapi saat butuh tidak ada yang membantu. muak dengan sifat egois manusia. kesal hati merasa sendirian. pelajaran berharga tentang kehidupan. bahwa tidak semua orang tulus. dongkol dengan harapan yang pupus. pada kebaikan sesama manusia,marah,2
975,dipercaya teman untuk investasi. katanya pasti untung berlipat. sudah serahkan tabungan semua. tapi uang itu lenyap tak berbekas. teman yang kupercaya menghilang. tidak bisa dihubungi lagi. kesal dengan kebodohanku. yang mudah percaya pada rayuan. . investasi yang merugikan membuatku marah. benci pada teman yang menipu. jengkel sudah dipermainkan. dengan skema bisnis palsu. muak dengan kebohongan besar. dongkol uang hasil kerja keras hilang. sekarang hidup jadi susah. karena tabungan sudah lenyap. sebel dengan diriku sendiri. yang terlalu mudah tertipu,marah,2
976,sudah percaya dengan sepenuh hati. membuka semua rahasia pribadi. tapi kepercayaan itu disalahgunakan. untuk menyakiti dan mempermalukan. cerita pribadi yang kusharingkan. disebarkan ke orang yang tidak tepat. frustrasi dengan pengkhianatan. yang datang dari orang terdekat. . kepercayaan yang dikhianati membuatku murka. geram dengan sikap tidak amanah. jengkel sudah terbuka padamu. tapi dibalas dengan penghianatan. muak dengan sifat tidak bisa dipercaya. kesal hati ini terluka dalam. tidak akan ada lagi kepercayaan. untuk orang yang sudah mengkhianati. dongkol dengan kenaifanku. yang mudah percaya pada orang jahat,marah,2
977,bekerja dalam tim yang tidak kompak. ada yang malas dan menyerahkan beban. sementara aku kerja keras sendiri. mereka enak-enak dapat credit. saat presentasi mereka yang tampil. seolah-olah mereka yang mengerjakan. kesal dengan sikap tidak fair. yang mengambil hasil kerja orang lain. . tim yang tidak solid membuatku marah. benci dengan sikap pemalas. jengkel hasil kerja diklaim orang lain. muak dengan sistem yang tidak adil. dongkol sudah berkorban sia-sia. frustrasi dengan rekan kerja egois. sulit bekerja dengan orang-orang. yang hanya mau enaknya saja. sebel dengan pembagian tugas. yang tidak merata dan tidak fair,marah,2
978,cerita tentang passion dan mimpi. yang ingin kutekuni dengan serius. tapi orangtua tidak mendukung. malah memaksa ikuti kemauan mereka. jurusan kuliah yang tidak kusukai. dipaksa demi gengsi keluarga. frustrasi dengan tekanan. yang mengabaikan perasaanku. . orangtua yang tidak mendukung. bikin aku marah dan tertekan. jengkel dengan pemaksaan pilihan. yang tidak sesuai dengan hatiku. muak dengan gengsi yang berlebihan. kesal dengan sikap otoriter. hidup ini adalah hidupku. bukan untuk memenuhi ekspektasi orang lain. dongkol dengan kontrol berlebihan. yang membuat aku tidak bebas,marah,2
979,berbagi ide bisnis dengan partner. yang katanya akan bekerja sama. tapi ternyata dia jual informasi. ke perusahaan kompetitor. strategi rahasia yang kuceritakan. digunakan untuk menjatuhkanku. kesal dengan pengkhianatan. yang datang dari orang kepercayaan. . dijual pada kompetitor membuatku murka. geram dengan sikap licik partner. jengkel sudah dipercaya sepenuhnya. tapi dibalas dengan sabotase. muak dengan permainan kotor bisnis. dongkol ide dicuri begitu saja. dunia bisnis memang kejam. tidak ada teman sejati. sebel dengan kenaifanku. yang mudah percaya pada orang,marah,2
980,setelah putus dia menyebarkan fitnah. cerita bohong tentang hubungan kita. membuatku terlihat seperti orang jahat. di depan teman-teman dan keluarga. nama baikku jadi tercemar. karena kebohongan yang disebarkan. frustrasi dengan tindakan keji. yang dilakukan untuk balas dendam. . mantan yang fitnah membuatku marah. benci dengan sikap tidak dewasa. jengkel nama baik dicoreng. dengan cerita palsu yang menyakitkan. muak dengan tindakan balas dendam. kesal dengan drama yang berkepanjangan. putus cinta bukan alasan. untuk menghancurkan reputasi orang. dongkol dengan sifat jahat. yang tidak bisa move on dengan baik,marah,2
981,sudah menandatangani kontrak jelas. dengan ketentuan yang disepakati. tapi pihak lain melanggar aturan. dengan alasan yang tidak masuk akal. pembayaran yang dijanjikan telat. fasilitas yang tidak sesuai. kesal dengan pelanggaran. yang merugikan dan merepotkan. . kontrak yang dilanggar membuatku murka. geram dengan sikap tidak profesional. jengkel janji ditepati sembarangan. muak dengan alasan yang dibuat-buat. dongkol sudah merasa tertipu. frustrasi dengan sistem yang kacau. hukum sepertinya tidak berlaku. untuk orang yang punya kuasa. sebel dengan ketidakadilan. yang selalu merugikan rakyat kecil,marah,2
982,perlakuan berbeda karena gender. promosi selalu untuk yang laki-laki. meski kemampuan dan dedikasi sama. tetap dianggap sebagai nomor dua. gaji yang tidak setara. untuk pekerjaan yang sama persis. kesal dengan sistem patriarki. yang meremehkan kemampuan perempuan. . diskriminasi di tempat kerja membuatku murka. marah dengan ketidakadilan gender. jengkel diperlakukan tidak setara. meski performa kerja lebih baik. muak dengan standar ganda. geram dengan sistem yang bias. perempuan bukan kelas dua. yang layak diperlakukan seenaknya. dongkol dengan budaya toxic. yang masih mengakar di masyarakat,marah,2
983,uang rakyat dikorupsi pejabat. untuk memperkaya diri sendiri. sementara rakyat hidup susah. tidak mendapat pelayanan layak. proyek pembangunan yang asal-asalan. karena anggarannya dimakan. frustrasi dengan ketidakadilan. yang merugikan masyarakat. . korupsi yang merajalela membuatku murka. benci dengan pejabat serakah. jengkel uang rakyat dicuri. untuk kepentingan pribadi. muak dengan sistem pemerintahan. geram dengan ketidakadilan sosial. rakyat yang menderita. karena ulah pemimpin yang tamak. dongkol dengan kemunafikan. yang bersembunyi di balik jabatan,marah,2
984,setiap hari dibully teman sekelas. diejek karena penampilan berbeda. guru pura-pura tidak tahu. malah menyalahkan korban. fisik yang diserang setiap hari. mental yang hancur perlahan. kesal dengan ketidakpedulian. yang membiarkan intimidasi terjadi. . bullying di sekolah membuatku marah. benci dengan pelaku yang sadis. jengkel dengan sistem pendidikan. yang tidak melindungi muridnya. muak dengan pembiaran guru. geram dengan ketidakadilan perlakuan. sekolah seharusnya tempat aman. bukan arena untuk menyiksa. dongkol dengan mental pembully. yang menindas yang lebih lemah,marah,2
985,mengalami pelecehan di transportasi. tapi tidak ada yang peduli. malah disalahkan karena pakaian. seolah korban yang bersalah. laporan ke pihak berwajib. tidak ditanggapi dengan serius. frustrasi dengan victim blaming. yang memperburuk trauma korban. . pelecehan yang dibiarkan membuatku murka. marah dengan ketidakpedulian masyarakat. jengkel korban malah disalahkan. sistem hukum yang tidak berpihak. muak dengan budaya patriarki. geram dengan normalisasi kekerasan. perempuan bukan objek. yang bisa diperlakukan seenaknya. dongkol dengan mentalitas. yang menyalahkan korban bukan pelaku,marah,2
986,antri berjam-jam untuk urusan. yang seharusnya cepat selesai. petugas yang malas dan jutek. seolah kita yang berhutang budi. birokrasi yang berbelit-belit. minta ini itu tanpa jelas. kesal dengan pelayanan buruk. yang mempersulit hidup rakyat. . pelayanan publik yang buruk membuatku marah. benci dengan aparat yang tidak becus. jengkel dengan birokrasi ribet. yang menghabiskan waktu sia-sia. muak dengan sikap arogan petugas. geram dengan sistem yang kacau. rakyat yang bayar pajak. tapi dilayani seperti pengemis. dongkol dengan ketidakprofesionalan. yang sudah menjadi budaya,marah,2
987,posisi penting diberikan pada keluarga. meski tidak punya kompetensi. sementara yang qualified diabaikan. karena tidak punya koneksi. sistem merit yang diabaikan. demi kepentingan kelompok. frustrasi dengan praktik kotor. yang merugikan orang-orang jujur. . nepotisme yang merugikan membuatku murka. marah dengan sistem yang tidak fair. jengkel kemampuan tidak dihargai. yang penting punya backing kuat. muak dengan politik dinasti. geram dengan ketidakadilan struktural. indonesia tidak akan maju. kalau nepotisme masih merajalela. dongkol dengan budaya kkn. yang mengakar dalam sistem,marah,2
988,ide dan pendapat selalu diabaikan. karena dianggap masih terlalu muda. padahal visi dan solusi jelas. tapi tidak diperhitungkan. senior yang sok tahu segalanya. padahal pemikirannya sudah basi. kesal dengan ageisme. yang menutup ruang untuk inovasi. . dianggap remeh karena muda membuatku marah. benci dengan stereotip usia. jengkel kemampuan dinilai dari umur. bukan dari kualitas ide. muak dengan senioritas yang toxic. geram dengan close-mindedness. usia muda bukan berarti bodoh. atau tidak berpengalaman. dongkol dengan diskriminasi. yang menghalangi kontribusi positif,marah,2
989,diperlakukan berbeda karena etnis. dengan dalih bercanda atau budaya. tapi rasa sakitnya sangat nyata. dan trauma yang ditinggalkan. stereotype yang menyakitkan. ditempelkan tanpa alasan jelas. frustrasi dengan prasangka. yang mengkotak-kotakkan manusia. . rasisme terselubung membuatku murka. marah dengan prejudis yang mengakar. jengkel dengan joke yang menyakitkan. yang dinormalisasi oleh masyarakat. muak dengan stereotip negatif. geram dengan diskriminasi halus. semua manusia diciptakan setara. tidak ada yang lebih unggul. dongkol dengan ignoransi. yang mempertahankan kebencian,marah,2
990,yang kaya semakin kaya. yang miskin tambah melarat. sistem ekonomi yang timpang. hanya menguntungkan segelintir orang. pekerja keras sepanjang hari. tapi gaji tidak cukup hidup. kesal dengan ketimpangan. yang semakin lebar menganga. . kesenjangan ekonomi membuatku marah. benci dengan sistem kapitalis yang kejam. jengkel orang kaya serakah. tidak mau berbagi dengan yang membutuhkan. muak dengan ketidakadilan distribusi. geram dengan kemiskinan struktural. negara gagal melindungi rakyat. dari cengkeraman para pemodal. dongkol dengan kebijakan. yang hanya menguntungkan yang berkuasa,marah,2
991,istri yang dipukuli suami. anak yang dianiaya orangtua. tapi dianggap urusan domestik. yang tidak boleh dicampuri. korban yang melapor. malah disuruh sabar dan mengalah. frustrasi dengan budaya. yang menormalisasi kekerasan. . kekerasan dalam rumah tangga membuatku murka. marah dengan pembiaran masyarakat. jengkel korban tidak dilindungi. malah disalahkan dan dikucilkan. muak dengan budaya patriarki. geram dengan victim blaming. rumah seharusnya tempat aman. bukan arena untuk menyiksa. dongkol dengan ketidakpedulian. yang membiarkan kekerasan terjadi,marah,2
992,orang miskin mencuri karena lapar. dihukum berat masuk penjara. orang kaya korupsi milyaran. hukumannya ringan bahkan bebas. keadilan yang tidak merata. tergantung status dan kekuasaan. kesal dengan sistem hukum. yang pilih kasih dan tidak adil. . hukum tumpul ke atas membuatku marah. benci dengan ketidakadilan peradilan. jengkel keadilan bisa dibeli. dengan uang dan pengaruh. muak dengan diskriminasi hukum. geram dengan korupsi sistem. indonesia darurat keadilan. karena hukum tidak berpihak pada rakyat. dongkol dengan kemunafikan. yang mengatasnamakan keadilan,marah,2
993,jam kerja yang melebihi batas. gaji di bawah upah minimum. tidak ada jaminan kesehatan. apalagi hak untuk berorganisasi. demonstrasi untuk menuntut hak. malah dicap sebagai pengacau. frustrasi dengan sistem. yang tidak melindungi pekerja. . penindasan buruh membuatku murka. marah dengan kapitalisme yang kejam. jengkel buruh dianggap mesin. yang bisa dieksploitasi seenaknya. muak dengan ketidakadilan upah. geram dengan sistem yang menindas. buruh yang membangun negara. tapi diperlakukan seperti budak. dongkol dengan ketidakpedulian. pemerintah pada nasib rakyat,marah,2
994,berita yang diputarbalikkan. untuk kepentingan politik. masyarakat dibohongi. dengan informasi yang salah. jurnalisme yang tidak netral. hanya melayani penguasa. kesal dengan manipulasi. yang menyesatkan publik. . media yang manipulatif membuatku marah. benci dengan propaganda terselubung. jengkel kebenaran disembunyikan. demi kepentingan segelintir elite. muak dengan pemberitaan bias. geram dengan disinformasi massal. media seharusnya mencerdaskan. bukan menjadi alat penindas. dongkol dengan degradasi. fungsi pers sebagai pilar demokrasi,marah,2
995,biaya pendidikan yang melangit. tidak terjangkau oleh rakyat. anak cerdas tidak bisa sekolah. karena orangtua tidak mampu. sistem yang memonopoli ilmu. hanya untuk kalangan berada. frustrasi dengan komersialisasi. yang menghalangi akses pendidikan. . pendidikan yang mahal membuatku murka. marah dengan komersialisasi ilmu. jengkel anak pintar putus sekolah. karena ketidakmampuan finansial. muak dengan sistem yang ekslusif. geram dengan diskriminasi pendidikan. pendidikan adalah hak dasar. bukan privilege untuk orang kaya. dongkol dengan kebijakan. yang mempersulit akses rakyat miskin,marah,2
996,hutan dibabat habis untuk perkebunan. sungai tercemar limbah pabrik. udara kotor karena asap kendaraan. demi keuntungan sesaat. generasi mendatang yang menanggung. akibat kerusakan lingkungan. kesal dengan keserakahan. yang mengorbankan masa depan. . lingkungan yang dirusak membuatku marah. benci dengan keserakahan perusahaan. jengkel pemerintah tidak tegas. melindungi alam dari eksploitasi. muak dengan orientasi profit. geram dengan ketidakpedulian lingkungan. bumi adalah warisan. yang harus dijaga untuk anak cucu. dongkol dengan mentalitas. yang hanya memikirkan keuntungan jangka pendek,marah,2
997,setiap hari terjebak macet. waktu terbuang di jalan raya. sudah bangun pagi-pagi. tapi tetap sampai terlambat. kendaraan tidak bergerak. berjam-jam dalam kemacetan. kesal dengan situasi. yang membuang waktu berharga. . macet yang tidak ada habisnya bikin dongkol. jengkel dengan transportasi kacau. muak dengan infrastruktur buruk. yang membuat hidup susah. sebel dengan waktu terbuang. frustrasi dengan sistem yang tidak becus. hidup seperti terjebak. dalam lingkaran setan kemacetan. geram dengan ketidakefisienan. yang memperburuk kualitas hidup,marah,2
998,loading yang tidak selesai-selesai. video yang buffering terus. meeting online yang putus-putus. deadline yang semakin dekat. sudah bayar mahal untuk paket. tapi kualitas tidak sesuai. kesal dengan layanan buruk. yang menghambat pekerjaan. . internet yang lemot bikin kesal banget. jengkel dengan provider yang tidak becus. muak dengan janji kecepatan tinggi. yang ternyata cuma iklan palsu. dongkol dengan gangguan terus-menerus. frustrasi dengan teknologi yang mundur. zaman digital tapi koneksi primitif. bagaimana mau maju kalau begini. sebel dengan infrastruktur. yang tidak mendukung produktivitas,marah,2
999,sudah mencoba berbagai cara. tapi hasilnya tetap mengecewakan. seperti ada kutukan. yang menghalangi kesuksesan. setiap usaha selalu mentok. di tengah jalan ada halangan. frustrasi dengan kegagalan. yang berulang tanpa henti. . gagal terus menerus membuatku marah. benci dengan nasib yang sial. jengkel dengan usaha yang sia-sia. meski sudah memberikan segalanya. muak dengan pattern kegagalan. dongkol dengan ketidakberuntungan. seperti dipermainkan takdir. yang selalu menutup jalan sukses. geram dengan ketidakadilan. yang membuat hidup stagnan,marah,2
1000,mengantri berjam-jam untuk dilayani. nomor urut yang tidak bergerak. petugas yang lambat dan malas. seolah waktu kita tidak berharga. sistem yang tidak efisien. membuat antrian mengular panjang. kesal dengan pelayanan buruk. yang tidak menghargai customer. . antrian yang panjang bikin dongkol. jengkel dengan sistem yang kacau. muak dengan petugas yang lambat. yang tidak profesional dalam bekerja. sebel dengan waktu terbuang. frustrasi dengan birokrasi ribet. hidup sudah susah. masih dipersulit dengan antrian. geram dengan ketidakefisienan. yang menghabiskan energy,marah,2
1001,setiap bulan uang selalu kurang. tagihan lebih besar dari gaji. mimpi yang tidak bisa tercapai. karena keterbatasan finansial. sudah berhemat semaksimal mungkin. tapi tetap tidak cukup untuk hidup. frustrasi dengan kemiskinan. yang menghalangi semua rencana. . uang yang tidak cukup membuatku marah. benci dengan kemiskinan yang membelenggu. jengkel dengan harga yang melambung. sementara gaji tetap segitu. muak dengan sistem ekonomi. dongkol dengan ketimpangan upah. bekerja keras siang malam. tapi hidup tetap pas-pasan. sebel dengan realita sosial. yang membuat orang susah berkembang,marah,2
1002,blue screen of death muncul lagi. file penting belum disimpan. deadline yang sudah mepet. tapi komputer malah error. restart berkali-kali tidak mempan. virus yang menginfeksi sistem. kesal dengan teknologi. yang selalu bermasalah saat penting. . komputer yang ngehang bikin kesal. jengkel dengan timing yang buruk. muak dengan error terus-menerus. yang menghambat pekerjaan penting. dongkol dengan file yang hilang. frustrasi dengan backup yang lupa. technology should make life easier. bukan malah mempersulit urusan. sebel dengan ketergantungan. pada gadget yang tidak reliable,marah,2
1003,rencana outdoor sudah matang. tapi hujan turun deras. acara yang sudah disiapkan. terpaksa dibatalkan. cuaca yang tidak bisa diprediksi. selalu merusak rencana. frustrasi dengan alam. yang tidak kooperatif. . cuaca yang tidak mendukung bikin dongkol. jengkel dengan hujan yang tidak tepat waktu. muak dengan panas yang menyengat. saat harus beraktivitas outdoor. sebel dengan planning yang berantakan. kesal dengan force majeure. manusia merencanakan. tapi alam yang menentukan. geram dengan ketidakberdayaan. menghadapi kekuatan alam,marah,2
1004,butuh uang mendesak. tapi atm tidak berfungsi. kartu tertelan mesin. saldo hilang entah kemana. service center yang susah dihubungi. customer service yang tidak responsif. kesal dengan layanan perbankan. yang tidak bisa diandalkan. . atm yang selalu rusak bikin marah. jengkel dengan teknologi banking. muak dengan gangguan sistem. yang merugikan nasabah. dongkol dengan response time lambat. frustrasi dengan pelayanan buruk. simpan uang di bank katanya aman. tapi akses sulit dan ribet. sebel dengan modernisasi. yang malah mempersulit hidup,marah,2
1005,keliling-keliling cari tempat parkir. tapi semua sudah penuh. waktu meeting semakin dekat. stres karena tidak ada slot. parkir liar kena tilang. parkir resmi mahal banget. frustrasi dengan urban planning. yang tidak mempertimbangkan kendaraan. . parkir yang sulit bikin dongkol. jengkel dengan tata kota yang buruk. muak dengan biaya parkir mahal. yang menguras kantong setiap hari. sebel dengan waktu terbuang. kesal dengan stress yang tidak perlu. kota besar tapi tidak smart. dalam perencanaan infrastruktur. geram dengan ketidaknyamanan. yang dialami setiap hari,marah,2
1006,lagi video call penting. tiba-tiba sinyal hilang. presentasi yang terganggu. karena koneksi yang putus. emergency call tidak masuk. gps yang error di jalan. kesal dengan provider. yang tidak reliable coverage-nya. . sinyal yang hilang bikin frustasi. jengkel dengan jaringan yang lemah. muak dengan dead zone dimana-mana. di era digital malah mundur. dongkol dengan tagihan mahal. sebel dengan layanan yang buruk. technology advancement katanya. tapi basic service tidak becus. geram dengan ketergantungan. pada teknologi yang tidak stabil,marah,2
1007,dia ahli memutar balikkan fakta. membuatku merasa bersalah. padahal dia yang berbuat salah. tapi aku yang disalahkan. gaslighting yang dilakukan terus. membuat kepercayaan diriku hilang. kesal dengan permainan mental. yang menyiksa psikologis. . manipulator ulung membuatku murka. benci dengan taktik psikologis kotor. jengkel dengan mind games yang dimainkan. muak dengan emotional abuse. geram dengan kontrol yang berlebihan. dongkol dengan toxic behavior. hubungan yang harusnya sehat. malah jadi arena perang psikologis. frustrasi dengan pola toxic. yang merusak mental health,marah,2
1008,segala sesuatu harus tentang dia. tidak pernah mendengarkan orang lain. empati yang nol besar. hanya mementingkan diri sendiri. tidak bisa menerima kritik. selalu merasa yang paling benar. frustrasi dengan egoisme. yang tidak mengenal batas. . narcissist yang egois membuatku marah. benci dengan self-centered attitude. jengkel dengan lack of empathy. muak dengan superiority complex. geram dengan entitlement berlebihan. dongkol dengan victim mentality. hubungan one-sided yang melelahkan. dimana aku selalu yang mengalah. sebel dengan drama queen behavior. yang menguras energi mental,marah,2
1009,di depan bersikap baik dan supportif. di belakang menyebar gossip jahat. fake friend yang berbahaya. lebih toxic daripada musuh. kompetisi tidak sehat yang diciptakan. selalu ingin lebih unggul. kesal dengan kedok pertemanan. yang menyembunyikan kebencian. . frenemy yang menyebalkan membuatku murka. benci dengan two-faced behavior. jengkel dengan passive aggressive attitude. muak dengan fake support. geram dengan backstabbing tendency. dongkol dengan competitive toxicity. pertemanan yang penuh drama. dan full of hidden agenda. frustrasi dengan energy vampire. yang menguras positivity,marah,2
1010,mengatur siapa yang boleh kutemui. mengecek hp dan social media. cemburu berlebihan tanpa alasan. membatasi kebebasan pribadi. isolasi dari teman dan keluarga. agar hanya bergantung padanya. frustrasi dengan possessiveness. yang menyesakkan ruang gerak. . controlling partner membuatku marah. benci dengan obsessive behavior. jengkel dengan invasion of privacy. muak dengan jealousy yang toxic. geram dengan emotional prison. dongkol dengan manipulation tactics. cinta bukan berarti memiliki. atau mengontrol hidup pasangan. sebel dengan insecurity. yang diproyeksikan pada orang lain,marah,2
1011,selalu membuatku merasa bersalah. untuk hal-hal yang bukan kesalahanku. master of emotional blackmail. yang ahli bermain dengan perasaan. korban yang selalu menyalahkan. tanpa pernah introspeksi diri. kesal dengan victim mentality. yang digunakan untuk manipulasi. . guilt tripper profesional membuatku murka. benci dengan emotional manipulation. jengkel dengan blame shifting behavior. muak dengan victim card yang dimainkan. geram dengan responsibility avoidance. dongkol dengan toxic guilt. hubungan yang toxic dan draining. dimana aku selalu yang salah. frustrasi dengan pattern yang berulang. yang mengikis kepercayaan diri,marah,2
